,Player,Team,DYAR,DVOA,Rushes,Yards,EfYds,TD,Suc_rate,Year,Yds
1186,B.Morris,CHI,83,6.00%,132,,647,8,45%,1998,489
1187,W.Dunn,TB,81,1.00%,245,,946,2,40%,1998,"1,029"
1188,C.Way,NYG,77,7.40%,113,,535,3,49%,1998,432
1189,N.Kaufman,OAK,64,-2.20%,217,,781,2,41%,1998,921
1190,T.Fletcher,SD,64,0.10%,153,,614,5,44%,1998,546
1191,D.Bennett,KC,58,1.60%,148,,676,5,45%,1998,527
1192,E.George,TEN,53,-3.40%,348,,"1,357",5,41%,1998,"1,294"
1193,S.Hicks,WAS,49,0.80%,122,,507,8,40%,1998,433
1194,J.Bettis,PIT,46,-6.10%,316,,"1,197",3,43%,1998,"1,191"
1195,T.Biakabutuka,CAR,36,-2.50%,101,,413,3,49%,1998,429
1196,E.Bennett,CHI,16,-6.70%,173,,619,2,38%,1998,611
1197,B.Sanders,DET,15,-6.40%,343,,"1,198",4,39%,1998,"1,491"
1198,C.Martin,NYJ,14,-7.80%,369,,"1,352",8,46%,1998,"1,289"
1199,H.Williams,OAK,7,-7.20%,128,,520,2,49%,1998,496
1200,C.Enis,CHI,-10,-9.90%,133,,444,0,41%,1998,499
1201,R.Edwards,NE,-19,-10.50%,291,,"1,062",9,46%,1998,"1,115"
1202,F.Lane,CAR,-40,-14.00%,205,,611,5,38%,1998,717
1203,D.Levens,GB,-44,-16.80%,115,,355,1,40%,1998,378
1204,K.Abdul-Jabbar,MIA,-44,-12.00%,270,,921,6,39%,1998,964
1205,A.Murrell,ARI,-61,-13.40%,274,,860,8,39%,1998,"1,047"
1206,J.Avery,MIA,-85,-24.10%,143,,355,2,44%,1998,508
1207,L.Smith,NO,-141,-36.30%,138,,209,1,31%,1998,453
1208,G.Hill,STL,86,37.50%,40,,295,4,,1998,240
1209,T.Kirby,SF,79,35.40%,48,,290,3,,1998,258
1210,B.Mitchell,WAS,69,39.10%,39,,251,2,,1998,208
1211,T.Thomas,BUF,49,7.20%,93,,398,2,,1998,371
1212,R.Chancey,CHI,48,26.60%,29,,203,2,,1998,122
1213,D.Holmes,BUF,47,6.50%,95,,436,1,,1998,395
1214,C.Warren,DAL,36,6.40%,59,,286,4,,1998,291
1215,J.Linton,BUF,35,12.70%,45,,221,1,,1998,195
1216,W.Henderson,GB,31,19.30%,23,,165,2,,1998,70
1217,J.Allen,CHI,30,4.70%,58,,253,1,,1998,270
1218,J.Stewart,JAC,30,2.80%,52,,261,2,,1998,217
1219,T.Richardson,KC,27,14.50%,20,,146,2,,1998,45
1220,M.Edwards,SF,26,18.60%,22,,129,1,,1998,94
1221,T.Jervey,GB,25,-0.20%,83,,331,1,,1998,325
1222,K.Turner,PHI,25,27.60%,20,,93,0,,1998,94
1223,C.Garner,PHI,24,-2.40%,96,,352,4,,1998,381
1224,J.Henley,STL,24,-4.10%,88,,375,3,,1998,313
1225,E.Rhett,BAL,24,8.00%,44,,202,0,,1998,180
1226,L.Centers,ARI,24,5.70%,31,,158,0,,1998,110
1227,A.Craver,NO,24,2.20%,45,,203,2,,1998,180
1228,C.Levy,SF,22,15.00%,25,,101,1,,1998,112
1229,R.Thomas,TEN,21,17.80%,24,,116,2,,1998,100
1230,W.Perry,NO,19,5.40%,30,,152,0,,1998,122
1231,R.Jordan,OAK,18,1.40%,47,,191,1,,1998,159
1232,Leon Johnson,NYJ,13,-0.90%,41,,157,2,,1998,185
1233,A.Green,SEA,13,-1.60%,35,,134,1,,1998,209
1234,C.Evans,MIN,12,8.80%,23,,116,1,,1998,67
1235,Ta.Banks,JAC,12,0.70%,26,,97,1,,1998,139
1236,D.Loville,DEN,11,-2.80%,53,,232,2,,1998,161
1237,K.Anders,KC,11,-3.10%,58,,232,1,,1998,230
1238,S.Davis,WAS,8,-1.80%,34,,142,0,,1998,109
1239,T.Stephens,SD,4,-8.40%,35,,127,1,,1998,122
1240,W.Floyd,CAR,2,-8.50%,28,,131,3,,1998,71
1241,A.Lee,STL,2,-6.60%,44,,148,2,,1998,180
1242,B.Bennett,CIN,-6,-7.90%,77,,281,2,,1998,243
1243,L.Warren,IND,-8,-17.10%,25,,75,1,,1998,61
1244,Ma.Bates,ARI,-9,-10.80%,60,,251,6,,1998,165
1245,R.Huntley,PIT,-9,-12.30%,55,,181,1,,1998,242
1246,D.Shelton,JAC,-11,-17.80%,30,,89,1,,1998,95
1247,Ja.Graham,BAL,-12,-16.90%,35,,118,0,,1998,109
1248,A.Johnson,CAR,-20,-23.30%,36,,75,0,,1998,138
1249,R.Shehee,KC,-27,-43.30%,22,,25,0,,1998,57
1250,S.Shaw,NE,-32,-29.00%,47,,93,0,,1998,236
1251,T.Barber,NYG,-33,-23.10%,52,,129,0,,1998,166
1252,M.Pittman,ARI,-34,-37.50%,29,,45,0,,1998,91
1253,S.Williams,DAL,-34,-21.00%,63,,176,1,,1998,222
1254,G.Jones,JAC,-35,-32.20%,39,,69,0,,1998,121
1255,J.Sowell,NYJ,-44,-33.30%,40,,77,0,,1998,164
1256,H.Green,ATL,-54,-68.20%,20,,-9,0,,1998,37
1257,R.Potts,BAL,-58,-38.20%,36,,72,0,,1998,115
1258,Tr.Davis,NO,-66,-33.80%,55,,115,1,,1998,143
1259,J.Moore,STL,-71,-36.10%,55,,107,2,,1998,144
1260,R.Holcombe,STL,-74,-25.80%,98,,249,2,,1998,230
1261,R.Zellars,NO,-79,-42.20%,56,,72,1,,1998,164
1262,R.Harris,GB,-125,-43.30%,79,,102,1,,1998,228
1263,S.Davis,WAS,526,32.40%,290,,"1,957",17,60%,1999,"1,407"
1264,M.Faulk,STL,339,25.40%,253,,"1,408",7,51%,1999,"1,381"
1265,E.Smith,DAL,261,9.50%,329,,"1,665",11,50%,1999,"1,397"
1266,C.Garner,SF,223,15.20%,241,,"1,166",4,44%,1999,"1,231"
1267,R.Smith,MIN,200,14.50%,221,,"1,072",2,48%,1999,"1,015"
1268,C.Martin,NYJ,192,3.60%,367,,"1,663",5,48%,1999,"1,469"
1269,E.James,IND,184,3.20%,369,,"1,634",13,44%,1999,"1,554"
1270,O.Gary,DEN,163,4.60%,276,,"1,320",7,43%,1999,"1,159"
1271,T.Wheatley,OAK,147,6.90%,242,,"1,054",8,47%,1999,937
1272,E.George,TEN,147,2.40%,320,,"1,386",9,48%,1999,"1,304"
1273,C.Dillon,CIN,146,5.10%,263,,"1,159",5,43%,1999,"1,201"
1274,F.Taylor,JAC,140,12.40%,159,,799,6,42%,1999,732
1275,J.Bettis,PIT,138,2.00%,299,,"1,356",7,47%,1999,"1,091"
1276,N.Kaufman,OAK,138,17.60%,138,,676,2,45%,1999,714
1277,J.Stewart,JAC,130,3.70%,249,,"1,125",13,48%,1999,931
1278,D.Bennett,KC,130,10.40%,161,,795,8,42%,1999,627
1279,F.Lane,CAR,88,9.50%,115,,565,1,50%,1999,475
1280,L.Hoard,MIN,86,3.90%,138,,735,10,51%,1999,555
1281,E.Rhett,BAL,65,-1.80%,236,,937,5,47%,1999,852
1282,T.Biakabutuka,CAR,63,3.30%,138,,562,6,41%,1999,718
1283,D.Levens,GB,61,-3.30%,278,,"1,085",9,44%,1999,"1,024"
1284,R.Watters,SEA,54,-4.30%,325,,"1,165",5,41%,1999,"1,210"
1285,T.Kirby,CLE,38,-1.90%,131,,552,6,40%,1999,446
1286,D.Staley,PHI,26,-6.50%,326,,"1,117",4,41%,1999,"1,267"
1287,K.Abdul-Jabbar,CLE,25,-4.10%,143,,526,1,41%,1999,445
1288,J.Linton,BUF,11,-7.30%,205,,766,5,44%,1999,693
1289,B.Morris,KC,10,-6.50%,120,,409,3,38%,1999,414
1290,A.Smith,BUF,-3,-9.10%,165,,556,6,39%,1999,613
1291,J.Montgomery,NYG,-14,-11.30%,115,,403,3,38%,1999,348
1292,K.Oxendine,ATL,-23,-12.30%,141,,492,1,48%,1999,458
1293,J.J.Johnson,MIA,-23,-11.90%,164,,558,4,41%,1999,560
1294,N.Means,SD,-33,-16.20%,112,,320,4,33%,1999,277
1295,M.Alstott,TB,-36,-12.10%,242,,824,7,39%,1999,949
1296,C.Enis,CHI,-40,-12.00%,286,,973,3,43%,1999,909
1297,T.Allen,NE,-44,-12.60%,254,,855,8,40%,1999,897
1298,G.Hill,DET,-49,-16.90%,144,,424,2,38%,1999,542
1299,B.Hanspard,ATL,-68,-20.30%,136,,388,1,40%,1999,383
1300,C.Collins,MIA,-71,-21.40%,131,,366,2,40%,1999,414
1301,A.Murrell,ARI,-91,-20.80%,193,,493,0,34%,1999,553
1302,R.Williams,NO,-103,-18.50%,253,,725,2,43%,1999,890
1303,W.Dunn,TB,-118,-25.00%,195,,426,0,32%,1999,616
1304,R.Huntley,PIT,192,41.90%,93,,641,5,,1999,567
1305,P.Holmes,BAL,115,23.10%,89,,500,1,,1999,506
1306,B.Christian,ATL,84,36.30%,38,,296,5,,1999,174
1307,F.Beasley,SF,80,21.20%,58,,360,4,,1999,276
1308,T.Richardson,KC,79,11.20%,84,,465,1,,1999,387
1309,B.Mitchell,WAS,70,34.80%,40,,252,1,,1999,220
1310,Ma.Bates,ARI,66,8.60%,72,,434,9,,1999,202
1311,R.Shehee,KC,46,11.90%,65,,266,1,,1999,238
1312,D.Parker,GB,45,24.40%,36,,189,2,,1999,184
1313,D.Loville,DEN,44,18.00%,40,,213,1,,1999,203
1314,A.Green,SEA,35,18.90%,26,,166,0,,1999,120
1315,B.Parmalee,NYJ,31,26.30%,27,,128,0,,1999,133
1316,W.Perry,NO,28,7.50%,48,,199,0,,1999,180
1317,T.Thomas,BUF,23,5.20%,36,,179,0,,1999,152
1318,L.Phillips,SF,22,7.00%,30,,157,2,,1999,144
1319,R.Thomas,TEN,21,3.50%,43,,181,1,,1999,164
1320,M.Cloud,KC,17,3.00%,35,,152,0,,1999,128
1321,K.Anders,KC,12,0.10%,32,,140,0,,1999,181
1322,J.Allen,CHI,10,-0.90%,32,,126,0,,1999,119
1323,Bas.Mitchell,GB,10,-0.50%,29,,121,0,,1999,117
1324,Z.Crockett,OAK,8,-5.70%,45,,261,4,,1999,91
1325,T.Stephens,SD,8,-2.40%,24,,124,3,,1999,66
1326,C.Evans,BAL,8,-3.30%,38,,144,0,,1999,134
1327,S.Bennett,NYG,7,-3.00%,28,,126,1,,1999,128
1328,R.Rivers,DET,7,-6.50%,82,,298,0,,1999,295
1329,T.Barber,NYG,7,-5.80%,62,,232,0,,1999,258
1330,L.Warren,NE,7,-3.60%,36,,126,0,,1999,124
1331,R.Holcombe,STL,6,-6.80%,78,,318,4,,1999,294
1332,S.Hicks,WAS,6,-6.80%,78,,286,3,,1999,257
1333,M.Basnight,CIN,5,-6.60%,62,,246,0,,1999,308
1334,M.Pittman,ARI,5,-6.50%,64,,220,2,,1999,289
1335,M.Williams,MIN,2,-7.30%,24,,99,1,,1999,69
1336,C.Way,NYG,1,-8.00%,49,,195,2,,1999,141
1337,S.Pritchett,MIA,1,-8.10%,47,,187,1,,1999,158
1338,S.Irvin,DET,0,-8.40%,36,,149,4,,1999,133
1339,T.Davis,DEN,-1,-8.80%,67,,230,2,,1999,211
1340,A.Denson,MIA,-3,-11.60%,28,,91,0,,1999,98
1341,J.Fazande,SD,-4,-9.50%,91,,337,2,,1999,365
1342,Ta.Banks,JAC,-6,-15.70%,23,,63,0,,1999,82
1343,L.Smith,NO,-15,-14.60%,60,,191,0,,1999,206
1344,K.Bynum,SD,-22,-14.30%,92,,289,1,,1999,287
1345,C.Warren,DAL,-24,-14.50%,99,,314,2,,1999,409
1346,A.Johnson,CAR,-27,-37.60%,25,,37,0,,1999,72
1347,W.Floyd,CAR,-30,-25.00%,35,,110,3,,1999,78
1348,G.Brown,NYG,-32,-22.50%,55,,146,0,,1999,177
1349,Tr.Davis,NO,-40,-54.50%,20,,10,0,,1999,32
1350,J.Watson,STL,-56,-39.10%,47,,66,0,,1999,179
1351,LeShon Johnson,NYG,-58,-31.60%,61,,122,2,,1999,148
1352,T.Fletcher,SD,-60,-40.90%,48,,62,0,,1999,130
1353,C.Schlesinger,DET,-75,-47.30%,43,,45,0,,1999,127
1354,K.Faulk,NE,-77,-37.10%,67,,108,1,,1999,230
1355,M.Faulk,STL,501,36.60%,253,,"1,729",18,61%,2000,"1,359"
1356,E.James,IND,351,12.80%,387,,"2,061",13,55%,2000,"1,718"
1357,F.Taylor,JAC,331,17.30%,292,,"1,633",12,48%,2000,"1,408"
1358,M.Anderson,DEN,283,14.20%,297,,"1,544",15,49%,2000,"1,500"
1359,R.Smith,MIN,261,13.50%,295,,"1,436",7,53%,2000,"1,529"
1360,J.Bettis,PIT,250,9.40%,354,,"1,731",8,50%,2000,"1,330"
1361,R.Watters,SEA,192,8.70%,278,,"1,241",7,43%,2000,"1,242"
1362,J.Lewis,BAL,184,7.10%,309,,"1,456",6,50%,2000,"1,359"
1363,A.Green,GB,178,7.30%,263,,"1,218",10,48%,2000,"1,175"
1364,S.Davis,WAS,175,2.70%,332,,"1,473",11,48%,2000,"1,318"
1365,T.Richardson,KC,158,17.90%,147,,746,3,50%,2000,700
1366,C.Dillon,CIN,130,3.40%,315,,"1,339",7,45%,2000,"1,442"
1367,E.George,TEN,124,-0.30%,404,,"1,663",14,43%,2000,"1,507"
1368,W.Dunn,TB,120,4.40%,248,,"1,004",8,46%,2000,"1,122"
1369,L.Smith,MIA,103,-0.70%,309,,"1,349",14,48%,2000,"1,140"
1370,P.Holmes,BAL,101,10.30%,137,,667,2,52%,2000,588
1371,T.Wheatley,OAK,97,1.20%,232,,"1,042",9,48%,2000,"1,051"
1372,E.Smith,DAL,96,-0.80%,294,,"1,227",9,47%,2000,"1,205"
1373,C.Garner,SF,83,-2.20%,258,,"1,023",7,48%,2000,"1,142"
1374,C.Martin,NYJ,77,-3.60%,317,,"1,211",9,39%,2000,"1,205"
1375,J.Allen,CHI,47,-5.80%,290,,"1,084",2,45%,2000,"1,120"
1376,R.Williams,NO,32,-6.10%,248,,948,8,45%,2000,999
1377,T.Barber,NYG,26,-6.30%,213,,711,8,42%,2000,"1,008"
1378,J.Stewart,DET,15,-6.90%,339,,"1,332",11,48%,2000,"1,184"
1379,S.Bryson,BUF,-6,-8.50%,161,,555,0,37%,2000,591
1380,M.Alstott,TB,-6,-11.40%,131,,538,5,54%,2000,465
1381,A.Smith,BUF,-12,-11.60%,101,,370,4,43%,2000,354
1382,T.Prentice,CLE,-26,-10.80%,173,,633,7,36%,2000,512
1383,T.Jones,ARI,-28,-15.30%,112,,381,2,44%,2000,373
1384,M.Pittman,ARI,-33,-11.40%,184,,640,4,43%,2000,721
1385,T.Fletcher,SD,-37,-18.10%,116,,328,3,38%,2000,384
1386,K.Faulk,NE,-56,-17.00%,164,,495,4,41%,2000,572
1387,R.Dayne,NYG,-63,-16.80%,228,,741,5,45%,2000,770
1388,J.R.Redmond,NE,-64,-20.20%,125,,340,1,38%,2000,406
1389,J.Fazande,SD,-67,-21.00%,119,,338,2,36%,2000,368
1390,D.Autry,PHI,-86,-26.30%,112,,267,3,41%,2000,334
1391,T.Biakabutuka,CAR,-100,-24.40%,173,,425,2,41%,2000,631
1392,J.Anderson,ATL,-120,-20.00%,282,,809,6,42%,2000,"1,029"
1393,J.Watson,STL,76,27.20%,54,,325,4,,2000,249
1394,B.Mitchell,PHI,61,43.50%,25,,190,2,,2000,187
1395,C.Fuamatu-Ma'afala,PIT,56,55.00%,21,,165,1,,2000,149
1396,R.Huntley,PIT,53,24.00%,46,,248,3,,2000,215
1397,S.Morris,BUF,50,4.00%,93,,478,5,,2000,339
1398,Z.Crockett,OAK,47,15.40%,43,,265,7,,2000,130
1399,R.Jordan,OAK,44,13.70%,46,,200,3,,2000,213
1400,Ma.Bates,DET,42,24.10%,31,,182,2,,2000,127
1401,S.Alexander,SEA,40,3.80%,64,,313,2,,2000,313
1402,N.Kaufman,OAK,36,1.10%,93,,355,0,,2000,499
1403,R.Holcombe,STL,25,13.50%,21,,151,3,,2000,70
1404,T.Allen,NO,21,1.50%,46,,203,2,,2000,179
1405,T.Davis,DEN,19,-1.90%,78,,309,2,,2000,282
1406,D.Staley,PHI,18,-5.20%,79,,282,1,,2000,344
1407,J.Moore,NO,14,-1.60%,37,,151,1,,2000,156
1408,R.Chancey,SD,14,-0.20%,42,,151,2,,2000,141
1409,F.Beasley,SF,14,-3.10%,50,,248,3,,2000,147
1410,T.Thomas,MIA,14,3.10%,28,,111,0,,2000,136
1411,B.Parmalee,NYJ,12,-5.30%,27,,105,2,,2000,87
1412,T.Smith,NO,11,0.40%,29,,115,0,,2000,131
1413,L.Centers,WAS,10,8.40%,20,,82,0,,2000,103
1414,J.White,CLE,10,0.80%,47,,171,0,,2000,145
1415,J.J.Johnson,MIA,6,-5.00%,50,,183,1,,2000,168
1416,A.Johnson,JAC,5,-1.60%,28,,109,1,,2000,112
1417,K.Anders,KC,4,-5.80%,76,,262,2,,2000,331
1418,B.Bennett,CIN,-2,-8.70%,90,,309,3,,2000,324
1419,C.Hetherington,CAR,-6,-13.50%,23,,85,2,,2000,65
1420,R.Anderson,NYJ,-6,-13.50%,27,,95,0,,2000,63
1421,A.Denson,MIA,-7,-15.70%,31,,87,0,,2000,108
1422,M.Cloud,KC,-8,-16.30%,30,,94,1,,2000,84
1423,M.Wiley,DAL,-9,-16.80%,24,,74,0,,2000,88
1424,E.Rhett,CLE,-15,-12.50%,71,,231,0,,2000,258
1425,T.Carter,NE,-15,-16.20%,37,,142,2,,2000,90
1426,S.Pritchett,PHI,-16,-15.70%,58,,170,1,,2000,225
1427,K.Coleman,DEN,-17,-18.30%,54,,163,1,,2000,189
1428,C.Enis,CHI,-20,-22.50%,36,,99,1,,2000,84
1429,C.Morton,NO,-20,-26.60%,36,,76,0,,2000,136
1430,S.Stith,JAC,-21,-31.20%,20,,42,1,,2000,55
1431,M.Williams,MIN,-22,-33.70%,23,,48,0,,2000,67
1432,F.Moreau,KC,-27,-15.80%,67,,244,4,,2000,179
1433,S.Hicks,WAS,-28,-29.10%,29,,72,1,,2000,79
1434,A.Murrell,WAS,-33,-51.20%,20,,14,0,,2000,50
1435,D.Levens,GB,-34,-20.80%,77,,192,3,,2000,224
1436,C.Warren,DAL,-37,-20.30%,74,,214,2,,2000,296
1437,B.Hoover,CAR,-39,-20.90%,89,,249,1,,2000,290
1438,C.Howard,JAC,-45,-60.80%,21,,1,0,,2000,52
1439,D.Bennett,KC,-46,-39.80%,27,,51,1,,2000,24
1440,R.Thomas,TEN,-53,-31.40%,61,,119,0,,2000,175
1441,S.Mack,JAC,-60,-34.90%,54,,96,1,,2000,145
1442,J.Linton,BUF,-71,-51.20%,38,,27,1,,2000,112
1443,P.Holmes,KC,426,23.70%,327,,"1,823",8,51%,2001,"1,555"
1444,M.Faulk,STL,347,21.60%,260,,"1,551",12,56%,2001,"1,382"
1445,G.Hearst,SF,278,19.10%,252,,"1,314",4,50%,2001,"1,206"
1446,C.Martin,NYJ,192,5.60%,333,,"1,472",10,47%,2001,"1,502"
1447,Sh.Alexander,SEA,178,6.00%,309,,"1,338",14,46%,2001,"1,323"
1448,A.Thomas,CHI,178,7.70%,278,,"1,231",7,45%,2001,"1,183"
1449,D.Rhodes,IND,176,9.50%,233,,"1,124",9,48%,2001,"1,099"
1450,T.Barber,NYG,169,18.50%,166,,810,4,48%,2001,868
1451,M.Alstott,TB,167,15.40%,165,,871,10,48%,2001,680
1452,J.Bettis,PIT,135,5.80%,225,,"1,029",4,46%,2001,"1,068"
1453,T.Hambrick,DAL,120,16.90%,113,,598,2,44%,2001,579
1454,S.Davis,WAS,117,-0.90%,356,,"1,505",5,47%,2001,"1,433"
1455,M.Bennett,MIN,96,5.80%,172,,729,2,44%,2001,682
1456,K.Barlow,SF,94,9.50%,125,,603,4,53%,2001,512
1457,C.Garner,OAK,92,2.10%,211,,890,1,49%,2001,843
1458,A.Green,GB,89,-1.60%,304,,"1,231",9,44%,2001,"1,387"
1459,A.Smith,NE,87,-1.60%,287,,"1,215",12,47%,2001,"1,158"
1460,S.Mack,JAC,83,0.00%,213,,964,9,48%,2001,877
1461,J.White,CLE,74,5.10%,126,,585,5,44%,2001,446
1462,C.Dillon,CIN,73,-3.30%,340,,"1,321",10,41%,2001,"1,316"
1463,C.Buckhalter,PHI,68,4.80%,129,,552,2,44%,2001,586
1464,T.Allen,BAL,61,0.20%,168,,696,3,43%,2001,658
1465,M.Anderson,DEN,49,-1.90%,175,,722,4,42%,2001,678
1466,R.Dayne,NYG,48,-2.30%,179,,737,7,41%,2001,690
1467,T.Jones,ARI,45,1.10%,112,,475,5,44%,2001,380
1468,T.Davis,DEN,44,-2.30%,167,,673,0,47%,2001,701
1469,E.James,IND,43,-2.30%,151,,661,3,54%,2001,664
1470,J.Stewart,DET,41,-1.10%,143,,539,1,39%,2001,685
1471,C.Fuamatu-Ma'afala,PIT,41,-0.90%,120,,524,3,45%,2001,453
1472,E.Smith,DAL,37,-5.00%,261,,936,3,40%,2001,"1,021"
1473,J.Brookins,BAL,16,-6.30%,152,,610,5,49%,2001,557
1474,R.Williams,NO,9,-7.90%,314,,"1,091",6,43%,2001,"1,249"
1475,M.Pittman,ARI,-1,-8.70%,241,,848,5,41%,2001,853
1476,J.Allen,CHI,-10,-10.40%,135,,465,1,44%,2001,469
1477,D.Staley,PHI,-17,-11.00%,166,,575,2,45%,2001,599
1478,L.Tomlinson,SD,-24,-10.20%,339,,"1,241",10,45%,2001,"1,242"
1479,R.Huntley,CAR,-47,-15.70%,166,,490,2,39%,2001,661
1480,T.Henry,BUF,-52,-14.70%,213,,648,4,38%,2001,733
1481,J.Jackson,CLE,-66,-17.00%,195,,565,2,35%,2001,555
1482,W.Dunn,TB,-87,-23.00%,157,,380,3,34%,2001,437
1483,M.Smith,ATL,-132,-21.50%,237,,668,5,36%,2001,760
1484,E.George,TEN,-199,-25.00%,315,,722,5,34%,2001,940
1485,L.Smith,MIA,-233,-26.80%,313,,725,6,39%,2001,968
1486,T.Canidate,STL,104,23.20%,78,,448,5,,2001,397
1487,L.Jordan,NYJ,94,50.40%,39,,291,1,,2001,292
1488,B.Christian,ATL,94,42.50%,44,,311,2,,2001,284
1489,K.Carter,WAS,82,24.60%,63,,347,3,,2001,308
1490,M.Wiley,DAL,80,51.20%,34,,244,0,,2001,247
1491,Z.Crockett,OAK,78,15.20%,57,,408,6,,2001,145
1492,T.Richardson,KC,63,8.80%,66,,416,7,,2001,191
1493,S.Hicks,TEN,53,16.60%,56,,266,1,,2001,341
1494,A.Zereoue,PIT,50,5.30%,85,,389,1,,2001,441
1495,C.Schlesinger,DET,46,11.70%,47,,271,3,,2001,154
1496,T.Jackson,SF,44,40.60%,22,,148,1,,2001,138
1497,L.Centers,BUF,40,21.60%,34,,181,2,,2001,160
1498,E.Joseph,JAC,40,5.90%,68,,300,0,,2001,294
1499,L.Johnson,CHI,39,21.40%,20,,174,4,,2001,99
1500,R.Watters,SEA,36,3.60%,72,,316,1,,2001,318
1501,O.Gary,DEN,33,4.20%,57,,273,1,,2001,228
1502,T.Wheatley,OAK,30,-1.40%,88,,401,5,,2001,278
1503,B.Bennett,CIN,28,5.20%,50,,222,0,,2001,232
1504,T.Fletcher,SD,20,10.10%,29,,127,0,,2001,107
1505,O.Ayanbadejo,BAL,20,2.50%,46,,189,1,,2001,173
1506,T.Minor,MIA,19,-0.80%,59,,237,2,,2001,281
1507,T.Biakabutuka,CAR,13,-1.70%,53,,187,1,,2001,230
1508,F.Beasley,SF,10,-0.40%,23,,126,1,,2001,73
1509,L.Warren,DET,8,-5.50%,61,,237,3,,2001,191
1510,K.Faulk,NE,8,-3.90%,41,,155,1,,2001,169
1511,R.Anderson,NYJ,4,-4.40%,26,,94,0,,2001,102
1512,R.Thomas,ATL,3,-6.80%,37,,126,0,,2001,126
1513,J.Kleinsasser,MIN,0,-9.00%,23,,104,1,,2001,72
1514,A.Stecker,TB,-1,-9.60%,24,,78,1,,2001,72
1515,F.Taylor,JAC,-5,-12.80%,30,,95,0,,2001,116
1516,J.Anderson,ATL,-14,-14.60%,55,,178,1,,2001,190
1517,M.Edwards,NE,-15,-14.30%,51,,202,1,,2001,141
1518,S.Bryson,BUF,-17,-14.00%,80,,234,2,,2001,341
1519,J.R.Redmond,NE,-20,-23.90%,35,,80,0,,2001,119
1520,S.Morris,BUF,-20,-31.40%,20,,44,0,,2001,72
1521,D.Washington,NYG,-23,-28.40%,28,,72,0,,2001,89
1522,D.Chapman,MIN,-26,-19.10%,63,,169,0,,2001,196
1523,D.Levens,GB,-26,-23.60%,44,,106,0,,2001,165
1524,M.Williams,BAL,-38,-23.70%,65,,154,0,,2001,291
1525,R.Droughns,DET,-46,-44.80%,30,,34,0,,2001,72
1526,B.Gay,CLE,-55,-33.80%,51,,98,1,,2001,176
1527,N.Goings,CAR,-93,-41.00%,66,,95,0,,2001,197
1528,P.Holmes,KC,497,29.30%,313,,"1,998",21,55%,2002,"1,615"
1529,C.Portis,DEN,410,25.50%,273,,"1,699",15,61%,2002,"1,508"
1530,C.Garner,OAK,239,23.60%,182,,"1,029",7,55%,2002,978
1531,R.Williams,MIA,211,5.20%,383,,"1,768",16,51%,2002,"1,856"
1532,L.Tomlinson,SD,186,3.10%,372,,"1,667",14,46%,2002,"1,685"
1533,G.Hearst,SF,157,9.40%,215,,"1,040",8,52%,2002,972
1534,M.Faulk,STL,143,8.80%,213,,"1,039",8,51%,2002,958
1535,C.Martin,NYJ,137,4.00%,261,,"1,079",7,44%,2002,"1,094"
1536,F.Taylor,JAC,132,4.80%,287,,"1,171",8,44%,2002,"1,314"
1537,M.Bennett,MIN,132,3.60%,255,,"1,067",5,51%,2002,"1,296"
1538,D.McAllister,NO,118,-0.10%,325,,"1,305",13,43%,2002,"1,383"
1539,K.Barlow,SF,108,9.30%,144,,704,4,53%,2002,675
1540,C.Dillon,CIN,103,-0.10%,315,,"1,320",7,49%,2002,"1,283"
1541,A.Green,GB,102,0.20%,286,,"1,187",7,46%,2002,"1,241"
1542,T.Barber,NYG,100,-0.20%,303,,"1,291",11,43%,2002,"1,386"
1543,K.Watson,WAS,96,11.10%,116,,561,1,53%,2002,534
1544,Sh.Alexander,SEA,91,-1.50%,295,,"1,240",16,42%,2002,"1,175"
1545,T.J.Duckett,ATL,90,1.80%,130,,573,4,51%,2002,507
1546,J.Bettis,PIT,86,0.60%,188,,817,9,49%,2002,657
1547,T.Henry,BUF,77,-3.70%,325,,"1,276",13,50%,2002,"1,445"
1548,A.Smith,NE,70,-1.00%,252,,"1,079",6,50%,2002,985
1549,J.Stewart,DET,61,-2.00%,231,,882,4,41%,2002,"1,021"
1550,J.White,CLE,57,3.50%,106,,454,3,47%,2002,470
1551,S.Davis,WAS,50,-2.70%,207,,914,7,51%,2002,820
1552,M.Shipp,ARI,49,-2.10%,188,,774,6,42%,2002,864
1553,J.Lewis,BAL,44,-5.00%,308,,"1,169",6,49%,2002,"1,326"
1554,E.George,TEN,41,-5.40%,343,,"1,327",12,46%,2002,"1,165"
1555,D.Staley,PHI,40,-4.90%,268,,"1,062",5,47%,2002,"1,030"
1556,T.Wheatley,OAK,6,-5.50%,108,,432,2,54%,2002,427
1557,E.James,IND,-2,-8.90%,277,,"1,005",2,45%,2002,989
1558,R.Dayne,NYG,-3,-9.50%,125,,469,3,42%,2002,428
1559,W.Dunn,ATL,-32,-12.90%,230,,788,7,44%,2002,927
1560,E.Smith,DAL,-37,-11.90%,254,,848,5,44%,2002,979
1561,A.Zereoue,PIT,-40,-14.80%,193,,588,4,40%,2002,762
1562,D.Brown,CAR,-41,-21.20%,101,,284,4,42%,2002,369
1563,T.Jones,ARI,-44,-16.70%,138,,431,2,41%,2002,511
1564,L.Johnson,CHI,-46,-18.50%,103,,324,1,42%,2002,325
